,propertyurl,listingtype,forsaleprice,lastsoldprice,description,bedroom,totalbathrooms,fullbathrooms,halfbathrooms,bathroomdescription,interiorfeatures,coolingfeatures,heatingfeatures,diningroomdescription,exteriorandlotfeatures,waterfeatures,waterfrontdescription,poolfeatures,pooldescription,manufacturedmode,garagespaces,parkingfeatures,homefeaturesview,otherequipment,elementaryschool,highschool,middleschool,associationfeeamenitie,association,associationamenities,associationfee,associationfeefrequency,calculatedtotalmonthlyassociation,maintenancedescription,petdescription,annualtaxamount,sourcelistingstatus,county,directions,taxyear,restrictions,sourcepropertytype,area,sourceneighborhood,postalcode,publicsurveysection,subdivision,zoning,sourcesystemname,totalsquarefeetliving,yearbuilt,constructionmaterials,directionfaces,propertyage,roof,levelsorstories,structuretype,housestyle,totalareasqft,yearbuiltdetails,architecturalstyle,sewer,watersource
4622,https://www.realtor.com/realestateandhomes-detail/244-Biscayne-Blvd-Apt-1908_Miami_FL_33132_M63130-79063,buy,359900,None,"WOW SEE THAT VIEW!! from this 1 bedroom + enclosed den and 2 full baths. Great location in downtown Miami. Remodeled with porcelain white floors thru-out, modern appliances, high impact windows, W/D inside unit, walk-in closet, Stainless Steel appliances in the kitchen. Private parking. Luxury building with 5 star amenities: Jacuzzi, sauna, pool, theater, bar, lounge, conf. room & more.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4623,https://www.realtor.com/realestateandhomes-detail/1900-N-Bayshore-Dr-Apt-4301_Miami_FL_33132_M58017-15709,buy,579000,None,"You just found the impossible to find DIRECT OCEAN & BAY views from this gorgeous 43rd-floor residence in Quantum on the Bay! Unit features a European kitchen with a cooking island, quartz countertops, and stainless steel appliances. Building amenities include 2 heated pools, 2-story gym w/ classes available, theatre room, business center, 2 lounges/party room, sauna, jacuzzi, billiard, concierge, 24-hour security, and valet. Minutes from Downtown, Brickell, South Beach, and the Design District. Within walking distance of highly rated charter schools, Publix, Margaret Pace Park, many cafes and restaurants. Your chance to live in the most desirable waterfront property in Edgewater. Dont miss out!",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4624,https://www.realtor.com/realestateandhomes-detail/1900-N-Bayshore-Dr-Apt-2314_Miami_FL_33132_M57434-98082,buy,450000,None,"SPECTACULAR DIRECT EAST BAY VIEW FROM THE 23rd FLOOR, ONE OF THE BEST LINES IN THE BUILDING. FEATURING 2BE/2.5BA WITH INCREDIBLE VIEWS OF SOUTH BEACH, MIAMI SKYLINE & CITY VIEWS. FLOOR TO CEILING WINDOWS, MARBLE THROUGHOUT, BEAUTIFUL EUROPEAN STYLE KITCHEN WITH GRANITE COUNTER-TOPS AND STAINLESS STEEL APPLIANCES. ENJOY ALL THE AMENITIES THAT THIS BUILDING OFFERS: STATE-OF-THE-ART TWO STORY GYM, TWO POOLS, HUGE ENTERTAINMENT PARTY ROOM WITH BAR AND KITCHEN, SPA, & STEAM ROOM, MOVIE THEATER, BUSINESS CENTER.MUST SEE!",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4625,https://www.realtor.com/realestateandhomes-detail/Miami_FL_33132_M60045-16968,buy,419995,None,"NEGOTIABLE!! Contact Us, make an offer. Your chance to live in the most desirable waterfront property in Edgewater! The Unique 2 bed/2 bath corner unit features tons of natural light and gorgeous sunset and Miami skyline views. Enjoy your European kitchen with a cooking island, quartz countertops, and stainless-steel appliances. Porcelain floors throughout & stone accent walls in the living and master bedroom. Building amenities include 2 heated pools, 2 stories gym w/ classes available, theatre room, business center, 2 lounges/party room, sauna, jacuzzi, billiard, concierge, 24H security & valet. Minutes from Downtown, Brickell, South Beach, & the Design District. Walking distance of highly rated charter schools, Margaret Pace Park & restaurants. NOTE: DOES NOT HAVE DIRECT WATER VIEWS",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4626,https://www.realtor.com/realestateandhomes-detail/133-NE-2nd-Ave-Apt-2211_Miami_FL_33132_M52166-51784,buy,211000,None,"LOFT LIVING 22 STORIES UP IN THE SKY. IN THE HEART OF DOWNTOWN MIAMI, WITH SPECTACULAR VIEWS, THIS ONE BEDROOM LOFT HAS AN OPEN MODERN FLOOR PLAN WITH HIGH CEILINGS AND POLISHED CONCRETE FLOORS. GREAT AMENITIES.",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4627,https://www.realtor.com/realestateandhomes-detail/1900-N-Bayshore-Dr-Apt-609_Miami_FL_33132_M61086-97685,buy,None,None,"Stunning, unique loft style residence with two private bedrooms, 17 ft ceilings and water views! Enjoy lots of natural light and views of Biscayne Bay and Margaret Pace park from the spacious balcony. Residence includes tile floors throughout, plus European kitchen with white quartz countertops and stainless steel appliances. Bonus: storage spaces included, plus garage parking on same floor as unit. Furniture included in sale. Minutes from Downtown, Brickell, South Beach and the Design District. Within walking distance of highly rated charter schools, Publix, Margaret Pace Park, many cafes and restaurants. Amenities: theatre room, 2 heated pools, 2 floor gym, business center, 2 lounges/party room, sauna, billiards, concierge & 24-hr security.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4628,https://www.realtor.com/realestateandhomes-detail/1800-N-Bayshore-Dr-Apt-1004_Miami_FL_33132_M64123-02005,buy,595000,None,"PRICE IS FIRM!!!! HUGE (2/2.5 + GOOD SIZE DEN W/1905 SQFT OF AC SPACE + 835 SQFT IN TERRACES)LUXURY 2 STORY LANAI STYLE RESIDENCE W/BAY VIEWS FROM THE 10TH FLOOR. ENJOY WALKING OUT YOUR DOOR & BE ABLE TO ENJOY AT A PRUDENT DISTANCE WHAT WILL FEEL LIKE YOUR PRIVATE OWN POOL, HOT TUB AND STATE OF THE ART GYM. CABLE, INTERNET & WATER INCLUDED IN LOW HOA. FULL AMENITIES BUILDING. WALK TO PARK, SHOPS, PUBLIX, BANKS, CAFES & SO MUCH MORE.5 MINUTES TO SOUTH BEACH, BRICKELL, DOWNTOWN, AAA, THE PERFORMING ARTS CENTER, MIDTOWN, DESIGN DISTRICT & EVERYTHING IN THE NEW URBAN MIAMI.Driving Directions:",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4629,https://www.realtor.com/realestateandhomes-detail/1750-N-Bayshore-Dr-Apt-1411_Miami_FL_33132_M55957-56566,buy,275000,None,"PRICED TO SELL! COZY UNFURNISHED 791 SF 1 BED / 1 BATH UNIT IN VIBRANT EDGEWATER! ENJOY CITY AND POOL VIEWS FROM A 14TH-FLOOR. BRIGHT AND MODERN UNIT WITH OPENED KITCHEN WITH STAINLESS STEEL APPLIANCES AND GRANITE COUNTER TOPS. BEDROOM AND LIVING-ROOM TAKE YOU TO AMPLE BALCONY. WASHER/DRYER IN THE UNIT. TILE IN LIVING-ROOM AND BRAND NEW CARPET IN BEDROOM. AMENITIES: POOL, BBQ, GYM, SAUNA, SPA IN A SPECTACULAR BUILDING. CENTRALLY LOCATED, EASY ACCESS TO I-95, RIGHT ACROSS MARGARET PACE PARK, WALKING DISTANCE TO SHOPPING, RESTAURANTS, AND MUSEUMS. CLOSE TO DESIGN DISTRICT AND WYNWOOD. UNIQUE OPPORTUNITY. BUILDING ALLOWS 30-DAY RENTAL PERIODS. UNIT RENTED AT $1, 825/MONTH UNTIL 03/31/2022. 24-HOUR NOTICE FOR SHOWINGS (NO EXCEPTIONS PLEASE).",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4630,https://www.realtor.com/realestateandhomes-detail/244-Biscayne-Blvd-Apt-2109_Miami_FL_33132_M63142-71573,buy,450000,None,"One of the most beautiful units, 2 bedroom, 2 baths, floor to ceiling windows with ocean views of skyline and bay. Amenities include 24hr welcome and concierge center, resort style, mezzanine with heated whirlpool, family areas, men and women steam rooms, fully equipped technologically advanced fitness center and lounge. Walking distance to Bay Side and AAA. Good for investors. Property is rented until April 2022.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4631,https://www.realtor.com/realestateandhomes-detail/253-NE-2nd-St-Apt-2002_Miami_FL_33132_M63190-78879,buy,304900,None,"Vizcayne south tower. One bedroom condo with enclosed den and two full bathrooms. Porcelain white tile flooring thru-out and in well kept condition. Enjoy views of biscayne bay and the miami skyline. Unit offers stainless steel appliances, granite countertops, marble bathrooms, full size washer/dryer, walk-in closet, private balcony and energy efficient air conditioning. Included in the lease payment is the use of all four pools, the state of the art four story health club, business centers, theatre and much more. Unit is rented until October 15th 2021.",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4632,https://www.realtor.com/realestateandhomes-detail/555-NE-15th-St-Apt-21I_Miami_FL_33132_M62630-79083,buy,265000,None,"BONUS! 1 Deeded parking space (self parking) Breathtaking direct Bay views as soon as you enter the apartment of Biscayne Bay and Miamis skyline from this 21st floor waterfront 1 bed 1.5 baths condominium in the Venetia. Could use some updates to the kitchen and bathroom, Elevators and Hallways have been recently been remodeled. Minutes drive to Wynwood, Design District, Midtown, Brickell. Miami Beach and more. Large Balcony and access from both living & bedroom areas. Building amenities include, gym, restaurants, private marina, swimming pool, concierge, 24 hrs security, valet parking. Seller will entertain lease option to purchase contract",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4633,https://www.realtor.com/realestateandhomes-detail/1750-N-Bayshore-Dr-Apt-2203_Miami_FL_33132_M62897-24599,buy,255000,None,"AMAZING 1/1 APARTMENT OVERLOOKING THE BAY, GREAT LOCATION! BEAUTIFUL SUNSET VIEWS. RESORT STYLE AMENITIES INCLUDING A LARGE HEATED POOL OVERLOOKING THE CITY AND THE BAY. CLOSE TO A GORGEOUS WATERFRONT PARK, BISCAYNE BOULEVARD CAFES, RESTAURANTS, SHOPS, SUPERMARKETS AND 5 MINUTES AWAY FROM EXITING MIDTOWN AND DESIGN DISTRICT WITH ITS BEAUTIFUL HIGH END STORES AND ART GALLERIES. STROLL FROM THE PERFORMING ARTS CENTER AND MUSEUM PARK. MONTHLY RENTALS ALLOWED (30 days min.)",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4634,https://www.realtor.com/realestateandhomes-detail/1717-N-Bayshore-Dr-Apt-3539_Miami_FL_33132_M67822-30927,buy,349000,None,"A Boaters Dream. A fantastic opportunity for someone who wants to be connected to the vibrant Downtown scene. Spacious One bedroom apartment with an Amazing View of the Bay. Impact sliding glass doors. New Appliances. Great Amenities: 24 Hour Security, Pool, Hot Tub, Spa, Gym, In-house Grocery/Convenience Store and Top-notch Restaurants downstairs in the Building, close to the best that Miami has to offer with Shopping, Night Life, Arts and Entertainment, Beaches, and more. Available Boat Slips. Location with Full Service Marina with easy access!",1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
